Welcome
SampleRate (Hz): Base: A0 0 27.5Hz, to A0, 4096Hz 0x1000
Base: F7 80 2793.83Hz, to C♯7, 3250.99Hz 0xcb3
Base: F7 80 2793.83Hz, to D7, 3444.31Hz 0xd74
Base: F7 80 2793.83Hz, to D♯7, 3649.12Hz 0xe41
Base: F7 80 2793.83Hz, to E7, 3866.1Hz 0xf1a
Base: F7 80 2793.83Hz, to F7, 4096Hz 0x1000
Base: F7 80 2793.83Hz, to F♯7, 4339.56Hz 0x10f4
Base: F7 80 2793.83Hz, to G7, 4597.59Hz 0x11f6
Base: F7 80 2793.83Hz, to G♯7, 4870.99Hz 0x1307
Base: F7 80 2793.83Hz, to A7, 5160.63Hz 0x1429
Base: F7 80 2793.83Hz, to A♯7, 5467.5Hz 0x155b
Base: F7 80 2793.83Hz, to B7, 5792.62Hz 0x16a1
Base: F7 80 2793.83Hz, to C8, 6137.06Hz 0x17f9
Base: F♯7 81 2959.96Hz, to A0, 38.0546Hz 0x26
Base: F♯7 81 2959.96Hz, to A♯0, 40.3174Hz 0x28
Base: F♯7 81 2959.96Hz, to B0, 42.7148Hz 0x2b
Base: F♯7 81 2959.96Hz, to C1, 45.2548Hz 0x2d
Base: F♯7 81 2959.96Hz, to C♯1, 47.9457Hz 0x30
Base: F♯7 81 2959.96Hz, to D1, 50.7968Hz 0x33
Base: F♯7 81 2959.96Hz, to D♯1, 53.8173Hz 0x36
Base: F♯7 81 2959.96Hz, to E1, 57.0174Hz 0x39
Base: F♯7 81 2959.96Hz, to F1, 60.4078Hz 0x3c
Base: F♯7 81 2959.96Hz, to F♯1, 63.9999Hz 0x40
Base: F♯7 81 2959.96Hz, to G1, 67.8055Hz 0x44
Base: F♯7 81 2959.96Hz, to G♯1, 71.8375Hz 0x48
Base: F♯7 81 2959.96Hz, to A1, 76.1091Hz 0x4c
Base: F♯7 81 2959.96Hz, to A♯1, 80.6349Hz 0x51
Base: F♯7 81 2959.96Hz, to B1, 85.4296Hz 0x55
Base: F♯7 81 2959.96Hz, to C2, 90.5095Hz 0x5b
Base: F♯7 81 2959.96Hz, to C♯2, 95.8916Hz 0x60
Base: F♯7 81 2959.96Hz, to D2, 101.594Hz 0x66
Base: F♯7 81 2959.96Hz, to D♯2, 107.635Hz 0x6c
Base: F♯7 81 2959.96Hz, to E2, 114.035Hz 0x72
Base: F♯7 81 2959.96Hz, to F2, 120.816Hz 0x79
Base: F♯7 81 2959.96Hz, to F♯2, 128Hz 0x80
Base: F♯7 81 2959.96Hz, to G2, 135.611Hz 0x88
Base: F♯7 81 2959.96Hz, to G♯2, 143.675Hz 0x90
Base: F♯7 81 2959.96Hz, to A2, 152.218Hz 0x98
Base: F♯7 81 2959.96Hz, to A♯2, 161.27Hz 0xa1
Base: F♯7 81 2959.96Hz, to B2, 170.859Hz 0xab
Base: F♯7 81 2959.96Hz, to C3, 181.019Hz 0xb5
Base: F♯7 81 2959.96Hz, to C♯3, 191.783Hz 0xc0
Base: F♯7 81 2959.96Hz, to D3, 203.186Hz 0xcb
Base: F♯7 81 2959.96Hz, to D♯3, 215.268Hz 0xd7
Base: F♯7 81 2959.96Hz, to E3, 228.07Hz 0xe4
Base: F♯7 81 2959.96Hz, to F3, 241.631Hz 0xf2
Base: F♯7 81 2959.96Hz, to F♯3, 255.999Hz 0x100
Base: F♯7 81 2959.96Hz, to G3, 271.223Hz 0x10f
Base: F♯7 81 2959.96Hz, to G♯3, 287.349Hz 0x11f
Base: F♯7 81 2959.96Hz, to A3, 304.437Hz 0x130
Base: F♯7 81 2959.96Hz, to A♯3, 322.539Hz 0x143
Base: F♯7 81 2959.96Hz, to B3, 341.719Hz 0x156
Base: F♯7 81 2959.96Hz, to C4, 362.039Hz 0x16a
Base: F♯7 81 2959.96Hz, to C♯4, 383.567Hz 0x180
Base: F♯7 81 2959.96Hz, to D4, 406.374Hz 0x196
Base: F♯7 81 2959.96Hz, to D♯4, 430.538Hz 0x1af
Base: F♯7 81 2959.96Hz, to E4, 456.14Hz 0x1c8
Base: F♯7 81 2959.96Hz, to F4, 483.263Hz 0x1e3
Base: F♯7 81 2959.96Hz, to F♯4, 511.999Hz 0x200
Base: F♯7 81 2959.96Hz, to G4, 542.444Hz 0x21e
Base: F♯7 81 2959.96Hz, to G♯4, 574.7Hz 0x23f
Base: F♯7 81 2959.96Hz, to A4, 608.873Hz 0x261
Base: F♯7 81 2959.96Hz, to A♯4, 645.079Hz 0x285
Base: F♯7 81 2959.96Hz, to B4, 683.437Hz 0x2ab
Base: F♯7 81 2959.96Hz, to C5, 724.076Hz 0x2d4
Base: F♯7 81 2959.96Hz, to C♯5, 767.132Hz 0x2ff
Base: F♯7 81 2959.96Hz, to D5, 812.749Hz 0x32d
Base: F♯7 81 2959.96Hz, to D♯5, 861.077Hz 0x35d
Base: F♯7 81 2959.96Hz, to E5, 912.279Hz 0x390
Base: F♯7 81 2959.96Hz, to F5, 966.525Hz 0x3c7
Base: F♯7 81 2959.96Hz, to F♯5, 1024Hz 0x400
Base: F♯7 81 2959.96Hz, to G5, 1084.89Hz 0x43d
Base: F♯7 81 2959.96Hz, to G♯5, 1149.4Hz 0x47d
Base: F♯7 81 2959.96Hz, to A5, 1217.75Hz 0x4c2
Base: F♯7 81 2959.96Hz, to A♯5, 1290.16Hz 0x50a
Base: F♯7 81 2959.96Hz, to B5, 1366.87Hz 0x557
Base: F♯7 81 2959.96Hz, to C6, 1448.15Hz 0x5a8
Base: F♯7 81 2959.96Hz, to C♯6, 1534.26Hz 0x5fe
Base: F♯7 81 2959.96Hz, to D6, 1625.5Hz 0x659
Base: F♯7 81 2959.96Hz, to D♯6, 1722.16Hz 0x6ba
Base: F♯7 81 2959.96Hz, to E6, 1824.56Hz 0x721
Base: F♯7 81 2959.96Hz, to F6, 1933.05Hz 0x78d
Base: F♯7 81 2959.96Hz, to F♯6, 2048Hz 0x800
Base: F♯7 81 2959.96Hz, to G6, 2169.77Hz 0x87a
Base: F♯7 81 2959.96Hz, to G♯6, 2298.8Hz 0x8fb
Base: F♯7 81 2959.96Hz, to A6, 2435.49Hz 0x983
Base: F♯7 81 2959.96Hz, to A♯6, 2580.32Hz 0xa14
Base: F♯7 81 2959.96Hz, to B6, 2733.74Hz 0xaae
Base: F♯7 81 2959.96Hz, to C7, 2896.3Hz 0xb50
Base: F♯7 81 2959.96Hz, to C♯7, 3068.53Hz 0xbfd
Base: F♯7 81 2959.96Hz, to D7, 3250.99Hz 0xcb3
Base: F♯7 81 2959.96Hz, to D♯7, 3444.31Hz 0xd74
Base: F♯7 81 2959.96Hz, to E7, 3649.11Hz 0xe41
Base: F♯7 81 2959.96Hz, to F7, 3866.11Hz 0xf1a
Base: F♯7 81 2959.96Hz, to F♯7, 4096Hz 0x1000
Base: F♯7 81 2959.96Hz, to G7, 4339.55Hz 0x10f4
Base: F♯7 81 2959.96Hz, to G♯7, 4597.6Hz 0x11f6
Base: F♯7 81 2959.96Hz, to A7, 4870.98Hz 0x1307
Base: F♯7 81 2959.96Hz, to A♯7, 5160.63Hz 0x1429
Base: F♯7 81 2959.96Hz, to B7, 5467.5Hz 0x155c
Base: F♯7 81 2959.96Hz, to C8, 5792.61Hz 0x16a1
Base: G7 82 3135.96Hz, to A0, 35.9188Hz 0x24
Base: G7 82 3135.96Hz, to A♯0, 38.0546Hz 0x26
Base: G7 82 3135.96Hz, to B0, 40.3175Hz 0x28
Base: G7 82 3135.96Hz, to C1, 42.7149Hz 0x2b
Base: G7 82 3135.96Hz, to C♯1, 45.2548Hz 0x2d
Base: G7 82 3135.96Hz, to D1, 47.9459Hz 0x30
Base: G7 82 3135.96Hz, to D♯1, 50.7969Hz 0x33
Base: G7 82 3135.96Hz, to E1, 53.8174Hz 0x36
Base: G7 82 3135.96Hz, to F1, 57.0175Hz 0x39
Base: G7 82 3135.96Hz, to F♯1, 60.408Hz 0x3c
Base: G7 82 3135.96Hz, to G1, 64Hz 0x40
Base: G7 82 3135.96Hz, to G♯1, 67.8057Hz 0x44
Base: G7 82 3135.96Hz, to A1, 71.8377Hz 0x48
Base: G7 82 3135.96Hz, to A♯1, 76.1094Hz 0x4c
Base: G7 82 3135.96Hz, to B1, 80.635Hz 0x51
Base: G7 82 3135.96Hz, to C2, 85.4299Hz 0x55
Base: G7 82 3135.96Hz, to C♯2, 90.5098Hz 0x5b
Base: G7 82 3135.96Hz, to D2, 95.8918Hz 0x60
Base: G7 82 3135.96Hz, to D♯2, 101.594Hz 0x66
Base: G7 82 3135.96Hz, to E2, 107.635Hz 0x6c
Base: G7 82 3135.96Hz, to F2, 114.035Hz 0x72
Base: G7 82 3135.96Hz, to F♯2, 120.816Hz 0x79
Base: G7 82 3135.96Hz, to G2, 128Hz 0x80
Base: G7 82 3135.96Hz, to G♯2, 135.611Hz 0x88
Base: G7 82 3135.96Hz, to A2, 143.675Hz 0x90
Base: G7 82 3135.96Hz, to A♯2, 152.219Hz 0x98
Base: G7 82 3135.96Hz, to B2, 161.27Hz 0xa1
Base: G7 82 3135.96Hz, to C3, 170.86Hz 0xab
Base: G7 82 3135.96Hz, to C♯3, 181.019Hz 0xb5
Base: G7 82 3135.96Hz, to D3, 191.783Hz 0xc0
Base: G7 82 3135.96Hz, to D♯3, 203.187Hz 0xcb
Base: G7 82 3135.96Hz, to E3, 215.27Hz 0xd7
Base: G7 82 3135.96Hz, to F3, 228.07Hz 0xe4
Base: G7 82 3135.96Hz, to F♯3, 241.632Hz 0xf2
Base: G7 82 3135.96Hz, to G3, 256.001Hz 0x100
Base: G7 82 3135.96Hz, to G♯3, 271.222Hz 0x10f
Base: G7 82 3135.96Hz, to A3, 287.351Hz 0x11f
Base: G7 82 3135.96Hz, to A♯3, 304.438Hz 0x130
Base: G7 82 3135.96Hz, to B3, 322.541Hz 0x143
Base: G7 82 3135.96Hz, to C4, 341.72Hz 0x156
Base: G7 82 3135.96Hz, to C♯4, 362.04Hz 0x16a
Base: G7 82 3135.96Hz, to D4, 383.567Hz 0x180
Base: G7 82 3135.96Hz, to D♯4, 406.375Hz 0x196
Base: G7 82 3135.96Hz, to E4, 430.54Hz 0x1af
Base: G7 82 3135.96Hz, to F4, 456.14Hz 0x1c8
Base: G7 82 3135.96Hz, to F♯4, 483.264Hz 0x1e3
Base: G7 82 3135.96Hz, to G4, 512Hz 0x200
Base: G7 82 3135.96Hz, to G♯4, 542.446Hz 0x21e
Base: G7 82 3135.96Hz, to A4, 574.701Hz 0x23f
Base: G7 82 3135.96Hz, to A♯4, 608.875Hz 0x261
Base: G7 82 3135.96Hz, to B4, 645.08Hz 0x285
Base: G7 82 3135.96Hz, to C5, 683.439Hz 0x2ab
Base: G7 82 3135.96Hz, to C♯5, 724.078Hz 0x2d4
Base: G7 82 3135.96Hz, to D5, 767.135Hz 0x2ff
Base: G7 82 3135.96Hz, to D♯5, 812.75Hz 0x32d
Base: G7 82 3135.96Hz, to E5, 861.079Hz 0x35d
Base: G7 82 3135.96Hz, to F5, 912.281Hz 0x390
Base: G7 82 3135.96Hz, to F♯5, 966.529Hz 0x3c7
Base: G7 82 3135.96Hz, to G5, 1024Hz 0x400
Base: G7 82 3135.96Hz, to G♯5, 1084.89Hz 0x43d
Base: G7 82 3135.96Hz, to A5, 1149.4Hz 0x47d
Base: G7 82 3135.96Hz, to A♯5, 1217.75Hz 0x4c2
Base: G7 82 3135.96Hz, to B5, 1290.16Hz 0x50a
Base: G7 82 3135.96Hz, to C6, 1366.87Hz 0x557
Base: G7 82 3135.96Hz, to C♯6, 1448.16Hz 0x5a8
Base: G7 82 3135.96Hz, to D6, 1534.27Hz 0x5fe
Base: G7 82 3135.96Hz, to D♯6, 1625.5Hz 0x65a
Base: G7 82 3135.96Hz, to E6, 1722.16Hz 0x6ba
Base: G7 82 3135.96Hz, to F6, 1824.56Hz 0x721
Base: G7 82 3135.96Hz, to F♯6, 1933.06Hz 0x78d
Base: G7 82 3135.96Hz, to G6, 2048Hz 0x800
Base: G7 82 3135.96Hz, to G♯6, 2169.78Hz 0x87a
Base: G7 82 3135.96Hz, to A6, 2298.8Hz 0x8fb
Base: G7 82 3135.96Hz, to A♯6, 2435.51Hz 0x984
Base: G7 82 3135.96Hz, to B6, 2580.32Hz 0xa14
Base: G7 82 3135.96Hz, to C7, 2733.75Hz 0xaae
Base: G7 82 3135.96Hz, to C♯7, 2896.31Hz 0xb50
Base: G7 82 3135.96Hz, to D7, 3068.54Hz 0xbfd
Base: G7 82 3135.96Hz, to D♯7, 3251.01Hz 0xcb3
Base: G7 82 3135.96Hz, to E7, 3444.31Hz 0xd74
Base: G7 82 3135.96Hz, to F7, 3649.13Hz 0xe41
Base: G7 82 3135.96Hz, to F♯7, 3866.12Hz 0xf1a
Base: G7 82 3135.96Hz, to G7, 4096Hz 0x1000
Base: G7 82 3135.96Hz, to G♯7, 4339.57Hz 0x10f4
Base: G7 82 3135.96Hz, to A7, 4597.61Hz 0x11f6
Base: G7 82 3135.96Hz, to A♯7, 4871Hz 0x1307
Base: G7 82 3135.96Hz, to B7, 5160.65Hz 0x1429
Base: G7 82 3135.96Hz, to C8, 5467.51Hz 0x155c
Base: G♯7 83 3322.44Hz, to A0, 33.9028Hz 0x22
Base: G♯7 83 3322.44Hz, to A♯0, 35.9187Hz 0x24
Base: G♯7 83 3322.44Hz, to B0, 38.0546Hz 0x26
Base: G♯7 83 3322.44Hz, to C1, 40.3175Hz 0x28
Base: G♯7 83 3322.44Hz, to C♯1, 42.7148Hz 0x2b
Base: G♯7 83 3322.44Hz, to D1, 45.2548Hz 0x2d
Base: G♯7 83 3322.44Hz, to D♯1, 47.9458Hz 0x30
Base: G♯7 83 3322.44Hz, to E1, 50.7967Hz 0x33
Base: G♯7 83 3322.44Hz, to F1, 53.8173Hz 0x36
Base: G♯7 83 3322.44Hz, to F♯1, 57.0175Hz 0x39
Base: G♯7 83 3322.44Hz, to G1, 60.4079Hz 0x3c
Base: G♯7 83 3322.44Hz, to G♯1, 64Hz 0x40
Base: G♯7 83 3322.44Hz, to A1, 67.8056Hz 0x44
Base: G♯7 83 3322.44Hz, to A♯1, 71.8376Hz 0x48
Base: G♯7 83 3322.44Hz, to B1, 76.1092Hz 0x4c
Base: G♯7 83 3322.44Hz, to C2, 80.6349Hz 0x51
Base: G♯7 83 3322.44Hz, to C♯2, 85.4297Hz 0x55
Base: G♯7 83 3322.44Hz, to D2, 90.5096Hz 0x5b
Base: G♯7 83 3322.44Hz, to D♯2, 95.8915Hz 0x60
Base: G♯7 83 3322.44Hz, to E2, 101.594Hz 0x66
Base: G♯7 83 3322.44Hz, to F2, 107.635Hz 0x6c
Base: G♯7 83 3322.44Hz, to F♯2, 114.035Hz 0x72
Base: G♯7 83 3322.44Hz, to G2, 120.816Hz 0x79
Base: G♯7 83 3322.44Hz, to G♯2, 128Hz 0x80
Base: G♯7 83 3322.44Hz, to A2, 135.611Hz 0x88
Base: G♯7 83 3322.44Hz, to A♯2, 143.675Hz 0x90
Base: G♯7 83 3322.44Hz, to B2, 152.219Hz 0x98
Base: G♯7 83 3322.44Hz, to C3, 161.27Hz 0xa1
Base: G♯7 83 3322.44Hz, to C♯3, 170.859Hz 0xab
Base: G♯7 83 3322.44Hz, to D3, 181.019Hz 0xb5
Base: G♯7 83 3322.44Hz, to D♯3, 191.783Hz 0xc0
Base: G♯7 83 3322.44Hz, to E3, 203.187Hz 0xcb
Base: G♯7 83 3322.44Hz, to F3, 215.269Hz 0xd7
Base: G♯7 83 3322.44Hz, to F♯3, 228.07Hz 0xe4
Base: G♯7 83 3322.44Hz, to G3, 241.632Hz 0xf2
Base: G♯7 83 3322.44Hz, to G♯3, 255.999Hz 0x100
Base: G♯7 83 3322.44Hz, to A3, 271.222Hz 0x10f
Base: G♯7 83 3322.44Hz, to A♯3, 287.35Hz 0x11f
Base: G♯7 83 3322.44Hz, to B3, 304.437Hz 0x130
Base: G♯7 83 3322.44Hz, to C4, 322.54Hz 0x143
Base: G♯7 83 3322.44Hz, to C♯4, 341.719Hz 0x156
Base: G♯7 83 3322.44Hz, to D4, 362.039Hz 0x16a
Base: G♯7 83 3322.44Hz, to D♯4, 383.566Hz 0x180
Base: G♯7 83 3322.44Hz, to E4, 406.375Hz 0x196
Base: G♯7 83 3322.44Hz, to F4, 430.538Hz 0x1af
Base: G♯7 83 3322.44Hz, to F♯4, 456.139Hz 0x1c8
Base: G♯7 83 3322.44Hz, to G4, 483.263Hz 0x1e3
Base: G♯7 83 3322.44Hz, to G♯4, 512Hz 0x200
Base: G♯7 83 3322.44Hz, to A4, 542.445Hz 0x21e
Base: G♯7 83 3322.44Hz, to A♯4, 574.7Hz 0x23f
Base: G♯7 83 3322.44Hz, to B4, 608.873Hz 0x261
Base: G♯7 83 3322.44Hz, to C5, 645.079Hz 0x285
Base: G♯7 83 3322.44Hz, to C♯5, 683.437Hz 0x2ab
Base: G♯7 83 3322.44Hz, to D5, 724.077Hz 0x2d4
Base: G♯7 83 3322.44Hz, to D♯5, 767.133Hz 0x2ff
Base: G♯7 83 3322.44Hz, to E5, 812.749Hz 0x32d
Base: G♯7 83 3322.44Hz, to F5, 861.077Hz 0x35d
Base: G♯7 83 3322.44Hz, to F♯5, 912.28Hz 0x390
Base: G♯7 83 3322.44Hz, to G5, 966.527Hz 0x3c7
Base: G♯7 83 3322.44Hz, to G♯5, 1024Hz 0x400
Base: G♯7 83 3322.44Hz, to A5, 1084.89Hz 0x43d
Base: G♯7 83 3322.44Hz, to A♯5, 1149.4Hz 0x47d
Base: G♯7 83 3322.44Hz, to B5, 1217.75Hz 0x4c2
Base: G♯7 83 3322.44Hz, to C6, 1290.16Hz 0x50a
Base: G♯7 83 3322.44Hz, to C♯6, 1366.87Hz 0x557
Base: G♯7 83 3322.44Hz, to D6, 1448.15Hz 0x5a8
Base: G♯7 83 3322.44Hz, to D♯6, 1534.27Hz 0x5fe
Base: G♯7 83 3322.44Hz, to E6, 1625.5Hz 0x659
Base: G♯7 83 3322.44Hz, to F6, 1722.15Hz 0x6ba
Base: G♯7 83 3322.44Hz, to F♯6, 1824.56Hz 0x721
Base: G♯7 83 3322.44Hz, to G6, 1933.05Hz 0x78d
Base: G♯7 83 3322.44Hz, to G♯6, 2048Hz 0x800
Base: G♯7 83 3322.44Hz, to A6, 2169.78Hz 0x87a
Base: G♯7 83 3322.44Hz, to A♯6, 2298.81Hz 0x8fb
Base: G♯7 83 3322.44Hz, to B6, 2435.49Hz 0x983
Base: G♯7 83 3322.44Hz, to C7, 2580.31Hz 0xa14
Base: G♯7 83 3322.44Hz, to C♯7, 2733.75Hz 0xaae
Base: G♯7 83 3322.44Hz, to D7, 2896.31Hz 0xb50
Base: G♯7 83 3322.44Hz, to D♯7, 3068.54Hz 0xbfd
Base: G♯7 83 3322.44Hz, to E7, 3250.99Hz 0xcb3
Base: G♯7 83 3322.44Hz, to F7, 3444.31Hz 0xd74
Base: G♯7 83 3322.44Hz, to F♯7, 3649.12Hz 0xe41
Base: G♯7 83 3322.44Hz, to G7, 3866.1Hz 0xf1a
Base: G♯7 83 3322.44Hz, to G♯7, 4096Hz 0x1000
Base: G♯7 83 3322.44Hz, to A7, 4339.56Hz 0x10f4
Base: G♯7 83 3322.44Hz, to A♯7, 4597.6Hz 0x11f6
Base: G♯7 83 3322.44Hz, to B7, 4870.99Hz 0x1307
Base: G♯7 83 3322.44Hz, to C8, 5160.63Hz 0x1429
Base: A7 84 3520Hz, to A0, 32Hz 0x20
Base: A7 84 3520Hz, to A♯0, 33.9028Hz 0x22
Base: A7 84 3520Hz, to B0, 35.9188Hz 0x24
Base: A7 84 3520Hz, to C1, 38.0546Hz 0x26
Base: A7 84 3520Hz, to C♯1, 40.3174Hz 0x28
Base: A7 84 3520Hz, to D1, 42.7149Hz 0x2b
Base: A7 84 3520Hz, to D♯1, 45.2549Hz 0x2d
Base: A7 84 3520Hz, to E1, 47.9458Hz 0x30
Base: A7 84 3520Hz, to F1, 50.7968Hz 0x33
Base: A7 84 3520Hz, to F♯1, 53.8174Hz 0x36
Base: A7 84 3520Hz, to G1, 57.0175Hz 0x39
Base: A7 84 3520Hz, to G♯1, 60.408Hz 0x3c
Base: A7 84 3520Hz, to A1, 64Hz 0x40
Base: A7 84 3520Hz, to A♯1, 67.8057Hz 0x44
Base: A7 84 3520Hz, to B1, 71.8376Hz 0x48
Base: A7 84 3520Hz, to C2, 76.1093Hz 0x4c
Base: A7 84 3520Hz, to C♯2, 80.635Hz 0x51
Base: A7 84 3520Hz, to D2, 85.4298Hz 0x55
Base: A7 84 3520Hz, to D♯2, 90.5096Hz 0x5b
Base: A7 84 3520Hz, to E2, 95.8917Hz 0x60
Base: A7 84 3520Hz, to F2, 101.594Hz 0x66
Base: A7 84 3520Hz, to F♯2, 107.635Hz 0x6c
Base: A7 84 3520Hz, to G2, 114.035Hz 0x72
Base: A7 84 3520Hz, to G♯2, 120.816Hz 0x79
Base: A7 84 3520Hz, to A2, 128Hz 0x80
Base: A7 84 3520Hz, to A♯2, 135.611Hz 0x88
Base: A7 84 3520Hz, to B2, 143.675Hz 0x90
Base: A7 84 3520Hz, to C3, 152.219Hz 0x98
Base: A7 84 3520Hz, to C♯3, 161.27Hz 0xa1
Base: A7 84 3520Hz, to D3, 170.859Hz 0xab
Base: A7 84 3520Hz, to D♯3, 181.019Hz 0xb5
Base: A7 84 3520Hz, to E3, 191.784Hz 0xc0
Base: A7 84 3520Hz, to F3, 203.187Hz 0xcb
Base: A7 84 3520Hz, to F♯3, 215.269Hz 0xd7
Base: A7 84 3520Hz, to G3, 228.07Hz 0xe4
Base: A7 84 3520Hz, to G♯3, 241.631Hz 0xf2
Base: A7 84 3520Hz, to A3, 256Hz 0x100
Base: A7 84 3520Hz, to A♯3, 271.223Hz 0x10f
Base: A7 84 3520Hz, to B3, 287.351Hz 0x11f
Base: A7 84 3520Hz, to C4, 304.438Hz 0x130
Base: A7 84 3520Hz, to C♯4, 322.54Hz 0x143
Base: A7 84 3520Hz, to D4, 341.719Hz 0x156
Base: A7 84 3520Hz, to D♯4, 362.039Hz 0x16a
Base: A7 84 3520Hz, to E4, 383.567Hz 0x180
Base: A7 84 3520Hz, to F4, 406.374Hz 0x196
Base: A7 84 3520Hz, to F♯4, 430.538Hz 0x1af
Base: A7 84 3520Hz, to G4, 456.14Hz 0x1c8
Base: A7 84 3520Hz, to G♯4, 483.264Hz 0x1e3
Base: A7 84 3520Hz, to A4, 512Hz 0x200
Base: A7 84 3520Hz, to A♯4, 542.445Hz 0x21e
Base: A7 84 3520Hz, to B4, 574.7Hz 0x23f
Base: A7 84 3520Hz, to C5, 608.874Hz 0x261
Base: A7 84 3520Hz, to C♯5, 645.079Hz 0x285
Base: A7 84 3520Hz, to D5, 683.439Hz 0x2ab
Base: A7 84 3520Hz, to D♯5, 724.077Hz 0x2d4
Base: A7 84 3520Hz, to E5, 767.133Hz 0x2ff
Base: A7 84 3520Hz, to F5, 812.749Hz 0x32d
Base: A7 84 3520Hz, to F♯5, 861.078Hz 0x35d
Base: A7 84 3520Hz, to G5, 912.28Hz 0x390
Base: A7 84 3520Hz, to G♯5, 966.527Hz 0x3c7
Base: A7 84 3520Hz, to A5, 1024Hz 0x400
Base: A7 84 3520Hz, to A♯5, 1084.89Hz 0x43d
Base: A7 84 3520Hz, to B5, 1149.4Hz 0x47d
Base: A7 84 3520Hz, to C6, 1217.75Hz 0x4c2
Base: A7 84 3520Hz, to C♯6, 1290.16Hz 0x50a
Base: A7 84 3520Hz, to D6, 1366.88Hz 0x557
Base: A7 84 3520Hz, to D♯6, 1448.16Hz 0x5a8
Base: A7 84 3520Hz, to E6, 1534.27Hz 0x5fe
Base: A7 84 3520Hz, to F6, 1625.5Hz 0x659
Base: A7 84 3520Hz, to F♯6, 1722.16Hz 0x6ba
Base: A7 84 3520Hz, to G6, 1824.56Hz 0x721
Base: A7 84 3520Hz, to G♯6, 1933.06Hz 0x78d
Base: A7 84 3520Hz, to A6, 2048Hz 0x800
Base: A7 84 3520Hz, to A♯6, 2169.79Hz 0x87a
Base: A7 84 3520Hz, to B6, 2298.8Hz 0x8fb
Base: A7 84 3520Hz, to C7, 2435.49Hz 0x983
Base: A7 84 3520Hz, to C♯7, 2580.32Hz 0xa14
Base: A7 84 3520Hz, to D7, 2733.75Hz 0xaae
Base: A7 84 3520Hz, to D♯7, 2896.31Hz 0xb50
Base: A7 84 3520Hz, to E7, 3068.53Hz 0xbfd
Base: A7 84 3520Hz, to F7, 3251Hz 0xcb3
Base: A7 84 3520Hz, to F♯7, 3444.32Hz 0xd74
Base: A7 84 3520Hz, to G7, 3649.12Hz 0xe41
Base: A7 84 3520Hz, to G♯7, 3866.11Hz 0xf1a
Base: A7 84 3520Hz, to A7, 4096Hz 0x1000
Base: A7 84 3520Hz, to A♯7, 4339.56Hz 0x10f4
Base: A7 84 3520Hz, to B7, 4597.61Hz 0x11f6
Base: A7 84 3520Hz, to C8, 4870.99Hz 0x1307
Base: A♯7 85 3729.31Hz, to A0, 30.204Hz 0x1e
Base: A♯7 85 3729.31Hz, to A♯0, 32Hz 0x20
Base: A♯7 85 3729.31Hz, to B0, 33.9028Hz 0x22
Base: A♯7 85 3729.31Hz, to C1, 35.9188Hz 0x24
Base: A♯7 85 3729.31Hz, to C♯1, 38.0546Hz 0x26
Base: A♯7 85 3729.31Hz, to D1, 40.3175Hz 0x28
Base: A♯7 85 3729.31Hz, to D♯1, 42.7149Hz 0x2b
Base: A♯7 85 3729.31Hz, to E1, 45.2548Hz 0x2d
Base: A♯7 85 3729.31Hz, to F1, 47.9458Hz 0x30
Base: A♯7 85 3729.31Hz, to F♯1, 50.7968Hz 0x33
Base: A♯7 85 3729.31Hz, to G1, 53.8173Hz 0x36
Base: A♯7 85 3729.31Hz, to G♯1, 57.0175Hz 0x39
Base: A♯7 85 3729.31Hz, to A1, 60.408Hz 0x3c
Base: A♯7 85 3729.31Hz, to A♯1, 64Hz 0x40
Base: A♯7 85 3729.31Hz, to B1, 67.8056Hz 0x44
Base: A♯7 85 3729.31Hz, to C2, 71.8376Hz 0x48
Base: A♯7 85 3729.31Hz, to C♯2, 76.1093Hz 0x4c
Base: A♯7 85 3729.31Hz, to D2, 80.635Hz 0x51
Base: A♯7 85 3729.31Hz, to D♯2, 85.4297Hz 0x55
Base: A♯7 85 3729.31Hz, to E2, 90.5097Hz 0x5b
Base: A♯7 85 3729.31Hz, to F2, 95.8917Hz 0x60
Base: A♯7 85 3729.31Hz, to F♯2, 101.594Hz 0x66
Base: A♯7 85 3729.31Hz, to G2, 107.635Hz 0x6c
Base: A♯7 85 3729.31Hz, to G♯2, 114.035Hz 0x72
Base: A♯7 85 3729.31Hz, to A2, 120.816Hz 0x79
Base: A♯7 85 3729.31Hz, to A♯2, 128Hz 0x80
Base: A♯7 85 3729.31Hz, to B2, 135.611Hz 0x88
Base: A♯7 85 3729.31Hz, to C3, 143.675Hz 0x90
Base: A♯7 85 3729.31Hz, to C♯3, 152.218Hz 0x98
Base: A♯7 85 3729.31Hz, to D3, 161.269Hz 0xa1
Base: A♯7 85 3729.31Hz, to D♯3, 170.859Hz 0xab
Base: A♯7 85 3729.31Hz, to E3, 181.02Hz 0xb5
Base: A♯7 85 3729.31Hz, to F3, 191.783Hz 0xc0
Base: A♯7 85 3729.31Hz, to F♯3, 203.187Hz 0xcb
Base: A♯7 85 3729.31Hz, to G3, 215.27Hz 0xd7
Base: A♯7 85 3729.31Hz, to G♯3, 228.07Hz 0xe4
Base: A♯7 85 3729.31Hz, to A3, 241.632Hz 0xf2
Base: A♯7 85 3729.31Hz, to A♯3, 256Hz 0x100
Base: A♯7 85 3729.31Hz, to B3, 271.223Hz 0x10f
